,MarketName,Website,city,x,y,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine
560,Bisbee Farmers Market,http://www.bisbeefarmersmarket.org,Bisbee,-109.8797,31.41136,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N
561,Bishop Market,,Bishop,-118.398,37.3615,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
562,Bishop-Eastern Sierra Farmers Market,,Bishop,-118.426,37.3758,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
563,Bitner Vineyards Farmers Market,http://www.bitnervineyards.com,Caldwell,-116.815,43.6107,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
564,Bitterroot Valley Growers Market,,Florence,-114.076216,46.631315,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,N
565,Black EagleFarmers' Market,,Black Eagle,-111.2743,47.52653,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,N
566,Black Forest Farmers Market,,Black Forest,-104.701,38.9977,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
567,Black Hills Farmers Market,http://www.BlackHillsFarmersMarket.com,Rapid City,-103.2437,44.08447,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N
568,Black Mountain Tailgate Market,http://www.blackmountaintailgatemarket.org,Black Mountain,-82.3217446,35.6208614,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N
569,Black River Falls Community Farmers' Market,http://www.scholzeacehomecenter.com,Black River Falls,-90.8799,44.3195,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N
570,Black River Falls Downtown Farmer's Market,http://www.downtownblackriverfalls.net,Black River Falls,-90.85062,44.29452,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N
571,Black River Landing Farmers Market,http://www.lorainportauthority.com,Lorain,-82.1757,41.4688,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
572,Blackfoot's Farmers Market,,Balckfoot,-112.813,43.3438,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
573,Blackhawk Junction,,Prairie Du Chien,-91.1382,43.0521,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
574,Blacksburg Farmers Market,http://www.blacksburgfarmersmarket.com,Blacksburg,-80.414021,37.2293,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N
575,Blackstone River State Park Farmers Market,http://www.rigrown.gov,Lincoln,-71.4631,41.941,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
576,Blackwell Farmer's Market,,Blackwell,-97.28256,36.79557,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N
577,Blackwood Farmers' Market,http://www.blackwoodfarmersmarket.webs.com/,Blackwood,-75.0661,39.8015,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
578,Bladen County Farmers Market,,Elizabethtown,-78.7351,34.4178,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
579,Blair Farmers Market,,Blair,-96.1296,41.5437,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
580,Blairstown Area Farmers Market,http://www.foodshedalliance.org,Blairstown,-74.9559,40.9847,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N
581,Blanchard Farmers' Market,,Blanchard,-97.659273,35.137967,N,N,Y,N,Y,N,Y,Y,N,N,N,N,Y,Y,Y,N,N,Y,Y,N
582,Bland County Farmers Market,http://www.bland.org,Bland,-81.11502,37.100529,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,Y,N,Y,N,N
583,Blendon Township Farmers Market,http://www.localharvest.org/blendon-township-farmers-market-M35245,Westerville,-82.904,40.0968,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
584,Block Island Farmers Market,,Block Island,-71.570005,41.17649,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N
585,Block Island Farmers Market,,Block Island,-71.556959,41.169545,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N
586,Bloomfield Citiparks Farmers Market,,Pittsburg,-79.9479,40.4615,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
587,Bloomfield Farmers Market,,Bloomfield,-72.737,41.8299,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
588,Bloomfield Farmers' Market,,Bloomfield,-89.9298107,36.880682,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N
589,Blooming Prairie Farmers Market,,Blooming Prairie,-93.0535,43.8717,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N
590,Bloomingdale Farmers' Market,,Washington,-77.012157,38.912604,N,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,N,Y,N,N,N
591,Bloomingfoods Farmers Market,http://www.bloomingfoods.org,Bloomington,-86.4924,39.1644,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
592,Bloomingrove Produce Auction,,Shiloh,-82.5544,40.9603,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
593,Bloomington Community Farmers' Market,http://www.bloomington.in.gov/farmersmarket,Bloomington,-86.5374013,39.167575,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y
594,Bloomington Community Farmers' Market,http://www.bloomington.in.gov/farmersmarket,Bloomington,-86.53614,39.1695,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y
595,Bloomington Farmers Market,http://www.ci.bloomington.mn.us,Bloomington,-93.301241,44.825926,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N
596,Bloomsburg Farmers Market,http://www.bloomsburgpa.org/farmersmarket.htm,Bloomsburg,-76.457784,41.00246,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N
597,Blossom Hill Farmers' Market,http://www.cafarmersmkts.com/markets/category/blossom,San Jose,-121.891315,37.24531,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N
598,Blount County Farmers Market,http://www.bcoabc.com,Oneonta,-86.47024043,33.94431867,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,N
599,Blountville Farmer's Market,,Blountville,-82.32010833,36.53404722,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N
600,Blowing Rock Fresh Market,http://www.blowingrock.com/freshmarket.htm,Blowing Rock,-81.6799,36.1322,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
601,"Blue Grass Farmers' Market, Inc.",http://www.bluegrassfarmersmarket.org,Lexington,-84.440897,37.995638,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N
602,Blue Hill Farmers Market - Fall,http://www.bluehillfarmersmarket.com,Blue Hill,-68.591819,44.410967,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,Y,N,N
603,Blue Hill Farmers' Market,http://www.bluehillfarmersmarket.com,Blue Hill,-68.575043,44.429957,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N
604,Blue Hill Winter Indoor Farmers' Market,,Blue Hill,-68.5796851,44.4233571,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
605,"Blue Moon Acres Farm Market- Pennington, NJ",http://www.bluemoonacres.net/,Pennington,-74.7885,40.3467,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
606,Blue Pike Farm Farmers Market,http://www.bluepikefarm.com,Cleveland,-81.638846,41.530965,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,N
607,Blue Ridge Farmers Market,,Jefferson,-81.4353,36.4287,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
608,Blue Springs Farmers Market,http://www.bluespringsfarmersmarket.com,Blue Springs,-94.2778137,39.0183736,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N
609,Blue Water Farmers Market,,St. Clair,-82.483,42.8332,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
610,Bluebird Market,http://www.bluebirdmarket.com,Thomaston,-84.3264,32.8906,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
611,"Bluefield, VA Farmers Market",,Bluefield,-81.27162,37.251613,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N
612,"Bluegrass Farmers' Market, Inc.",http://www.bluegrassfarmersmarket.org/,Lexington,-84.544706,38.003486,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N
613,Bluegrass Global Growers Market,http://www.americanacc.org,Louisville,-85.763805,38.178432,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
614,Bluelicks Farmers Market,,Mount Olivet,-83.98547,38.441789,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N
615,Bluffton Farmer's Market,,Bluffton,-85.1712329,40.7427234,Y,N,Y,N,Y,N,N,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N
616,Bluffton Farmers Market,,Bluffton,-83.8902,40.8879,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
617,Blytheville Farmers Market,,Blytheville,-89.919,35.9273,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
618,BMI Farmers' Market,http://www.thebmi.org/page/bmi_farmers%27_market,Baltimore,-76.600939,39.273594,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y
619,Boalsburg Farmers Market,http://www.boalsburgfarmersmarket.com,Boalsburg,-77.797472,40.780346,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y
620,Boaz Farmers Market,,Boaz,-86.1621,34.196,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
621,Boca Raton Green Market,,Deerfield Beach,-80.153919,26.30362,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N
622,Bogert Farmers' Market,http://www.bogertfarmersmarket.com,Bozeman,-111.031,45.6752,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
623,Boggy Creek Farm,http://www.boggycreekfarm.com,Austin,-97.701652,30.261819,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
624,Bolan Farmers Market,,Bolan,-93.1185,43.3728,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
625,Bollinger County Farmers' Market,,Marble Hill,-89.9796801,37.3019525,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N
626,Bolton Landing Chamber of Commerce Farmers' Market,http://www.boltonlandingfarmersmarket.com/boltonlandingfarmersmarket.com/Welcome.html,Bolton Landing,-73.6563,43.5564,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
627,Bonaparte Farmers Market,,Bonaparte,-91.8019,40.6979,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
628,Bondurant Farmers Market,http://www.localharvest.org/bondurant-farmers-market-M57024,Bondurant,-93.4632,41.7015,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
629,Bonita Springs Farmers Market,,Bonita Springs,-81.808192,26.351025,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N
630,Bonita Springs Lions Club Downtown Farmers Market,http://www.Cityofbonitasprings.org,Bonita Springs,-81.77929688,26.34110069,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N
631,Bonners Ferry Farmers Market,http://www.bonnersferryfarmersmarket.org,Bonners Ferry,-116.314,48.6961,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N
632,Boone County Farmers Market,http://www.boonecountyfarmersmarket.org,Burlington,-84.699311,39.020084,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,Y,N
633,Boone County Farmers Market,http://www.mainstreetharrison.org,Harrison,-93.1079,36.2304,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
634,Boone County Farmers' Market,http://www.boonecountyfarmers.com,Columbia,-92.35366,38.960108,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N
635,Boone Farmers Market Association,http://www.boonefarmersmarket.com,Boone,-93.879861,42.061582,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N
636,"Boone Hollow Farm, LLC",http://www.boonehollowfarms.com,Defiance,-90.83186,38.638606,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N
637,Booneville Farmers Market,,Booneville,-93.8518,35.1477,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
638,Boonslick Farmers' Market,,Boonville,-92.7416778,38.9738229,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N
639,Boonton Farmers Market,http://www.BoontonMainStreet.org,Boonton,-74.41274,40.905518,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N
640,Boonville CFM,,Boonville,-123.368,39.0091,N,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N
641,Boonville Farmers Market,,Boonville,-92.7407424,38.9573969,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N
642,Boonville Farmers Market,http://www.boonvillefarmersmarket.com,Boonville,-75.344045,43.481778,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N
643,Boordy Vineyards-Good Life Thursdays,http://www.boordy.com,Hydes,-76.4881,39.4754,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N
644,Bordentown City's Farmers Market,,Bordentown,-74.7030158,40.1456881,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y
645,Borgata of Scottsdale,http://www.azfarmersmarkets.us,scottsdale,-111.927,33.5278,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
646,Boring Saturday Farmers Market,,Boring,-122.373867,45.431326,N,N,Y,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,N
647,Boro Farmers Market,,Endinboro,-80.1507,41.8923,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
648,Boro Park Greenmarket,http://www.grownyc.org,Brooklyn,-73.9905,40.6331,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
649,Borrego Springs Chamber of Commerce Farmers Market,,Borrego Springs,-116.378,33.2566,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
650,Boston City Hall Farmers Market,,Boston,-71.0621,42.3606,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
651,Boston Medical Center,,Boston,-71.0747,42.3352,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
652,Boston Public Market - South Station/Dewey Square,http://www.bostonpublicmarket.org,Boston,-71.055536,42.352899,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,N
653,Boston Public Market at City Hall Plaza,http://www.bostonpublicmarket.org,Boston,-71.05979,42.36021,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N
654,Boston South End - SOWA Open Market Farmers Market,http://www.sowaopenmarket.com/,Boston,-71.0674,42.3409,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
655,Boston University Farmers Market,http://www.facebook.com/bufarmersmarket,Boston,-71.1085,42.35051,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N
656,Boston/Prudential Center,,Boston,-71.0823,42.348,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
657,Botetourt Family Farms Farmers Market,,Daleville,-79.9092244,37.4213359,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,Y,N,N
658,Bothell Farmers Market,http://www.countryvillagebothell.com/farmersmarket,Bothell,-122.221699,47.782323,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,N,N,N,Y,N
659,Bottineau Farmers Market/Chamber,http://www.bottineau.com,Bottineau,-100.439,48.849,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
660,Boulder Community Market,,Boulder,-111.425,37.9012,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
661,Boulder County Farmers' Market - Longmont & Boulder,http://www.boulderfarmers.org,Boulder,-105.2779637,40.0162126,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y
662,Boulder County Farmers' Market - Longmont & Boulder,http://www.boulderfarmers.org,Longmont,-105.1286563,40.1534817,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y
663,Boulder Farmers Market,,Boulder,-112.118022,46.238804,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N
664,Bound Brook Farmers Market,,Bound Brook,-74.5329,40.5614,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
665,Bountiful Farmers Market,,Bountiful,-111.878,40.8884,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
666,Bounty of the Barrens Farmers' Market,http://www.barrencountybounty.com,Glasgow,-85.9120781,36.99590407,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N
667,Bounty of the Barrens Farmers' Market,http://www.barrencountybounty.com,Glasgow,-85.9446591,37.0100979,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N
668,Bourbon Farmers Market,http://www.bourbonfarmersmarket.com/,Bourbon,-86.1185,41.2966,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
669,Bourbon Farmers' Market,,Bourbon,-91.2462077,38.1544686,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N
670,Bovill Farmers Market,,Kendrick,-116.646542,46.61406,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
671,Bow Little Market,http://www.bowlittlemarket.com,Burlington,-122.334301,48.556547,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N
672,Bow Little Market,http://www.bowlittlemarket.wordpress.com,Bow,-122.3681488,48.59495163,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N
673,Bowdoin Geneva Farmers' Market,http://www.foodinthehood.wordpress.com,Dorchester,-71.067939,42.305816,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,Y,N,N
674,Bowdoinham Farmers' Market,,Bowdoinham,-69.896705,44.009902,Y,N,Y,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N
675,Bowie Farmers' Market,http://www.cityofbowie.org/LeisureActivities/farmers_market.asp,Bowie,-76.7431,38.9774,Y,N,N,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,N
676,Bowling Green Community Farmers Market,http://www.townofbowlinggreen.com,Bowling Green,-77.347674,38.051852,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N
677,Bowling Green Farmers' and Artists' Market,,Bowling Green,-91.1948,39.3421,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N
678,Bowling Green Greenmarket,http://www.grownyc.org,New York,-74.0143,40.7046,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N
679,Bowling Green's Original Farmers Market,http://www.bgfarmersmarket.com,Bowling Green,-86.433927,36.968788,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N
680,Boyceville Farmers Market,http://www.westcap.org,Boyceville,-92.0383,45.0439,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
681,Boyd County Farmers’ Market,,Ashland,-82.6995,38.4248,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
682,"Boyle County Farmers' Market, LLC",,Danville,-84.798129,37.6556,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N
683,Boylston/Hillside Farmers' Market,,Boylston,-71.7526,42.32596389,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,Y
684,Boyne City Farmers Market,http://www.boynecityfarmersmarket.org,Boyne City,-85.014911,45.21679,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N
685,Bozeman Winter Farmers' Market,,Bozeman,-111.0404,45.67778,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,N
686,Bozrah Farmers Market,http://www.bozrahfarmersmarket.org,Bozrah,-72.168331,41.552173,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N
687,Bracken County Farmers Market II,,Augusta,-84.0096,38.7731,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
688,Bradford Downtown Farmers Market,,Bradford,-78.6513,41.9558,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
689,Bradford Farmers Market,,Bradford,-72.126248,43.997355,Y,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N
690,Bradford Farmers Market,,Bradford,-72.122192,44.002777,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,Y,Y,N,N
691,Bradford Farmers Market,http://www.bradfordfarmersmarket.com,Starke,-82.104,29.9654,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
692,Bradford Farmers Market,,Bradford,-71.955407,43.268863,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,Y,N,N
693,Bradford Square Farmers’ Market,,Hopkinsville,-87.4737,36.8337,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
695,Bradford Store,http://www.thebradfordstore.com/,Huntersville,-80.7855537,35.423328,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N
696,Bradley County Farmers Market,,Cleveland,-84.8756,35.1583,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
697,Brainerd Farmers' Market,http://www.localharvest.org/brainerd-farmers-market-M39213,Chattanooga,-85.2397,35.0187,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
698,Braintree Farmers Market,http://www.sustainablebraintree.org/food,Braintree,-71.004971,42.206293,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y
699,Brambleton Farmers Market,http://www.loudounfarmersmarkets.org,Brambleton,-77.536,38.9826,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,Y
700,Bramwell Farmers' Market,,Bramwell,-81.302867,37.331288,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N
701,Branch Avenue in Bloom Farmers' Market,,Temple Hills,-76.9461,38.8388,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
702,Branch Brook Park Farmers Market,http://www.branchbrookpark.org,Newark,-74.178,40.7626,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
703,Branchport Farmers Market - Winter Market,http://www.branchportfarmersmarket.blogspot.com,Branchport,-77.151157,42.598966,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y
704,Branchport Farmers Market -Summer Market,http://www.branchportfarmersmarket.blogspot.com,Branchport,-77.150942,42.599851,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y
705,Brandermill Green Market,http://www.brandermill.com,Midlothian,-77.636606,37.423101,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y
706,Brandon Farmers Market,,Brandon,-73.08736,43.79794,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N
707,Brandon Fresh Market,http://www.brandonfreshmarket.com,Brandon,-82.2703,27.9243,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
708,Branford Community Farmers Market,,Branford,-82.9316,29.9646,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
709,Branson Farmers' Market,,Branson,-93.2182637,36.6432316,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N
710,Brattleboro Area Farmers' Market,http://www.brattleborofarmersmarket.com,Brattleboro,-72.588569,42.849305,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y
711,Brattleboro Area Farmers' Market,http://www.brattleborofarmersmarket.com,Brattleboro,-72.557662,42.850811,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N
712,Braxton County Tailgate Market,,Gassaway,-80.7719,38.6753,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
713,Brazos Valley Farmers Market,http://www.brazosvalleyfarmersmarket.com,Bryan,-96.37,30.6744,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
714,Brea Farmers Market,,Brea,-118.236,34.0391,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
715,Breaux Bridge Farmers Market,http://www.laboutiquesdepontbreaux.com,Breaux Bridge,-91.9014,30.2807,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
